NCSS_P1,NCSS_P2,NCSS_P3,NCSS_P4,NCSS_P5,AT_PT1,AT_PT2,AT_PT3,AT_WT1,AT_WT2,AT_WT3,AT_WT4,AT_WT5,AT_CT1,AT_CT2,AT_CT3,AT_CT4,AT_CT5,AT_LA1,AT_LA2,AT_LA3,AT_LA4,AT_LA5,AT_SC1,AT_SC2,AT_SC3,AT_SC4,AT_SC5,AT_SC6,ST_SD1,ST_SD2,ST_SD3,ST_SD4,ST_SD5,ST_SR2,ST_SR1,ST_SR3,ST_SR4,ST_SR5
1,1,1,1,1,1,1,1,2,2,1,4,1,2,1,1,1,2,5,3,4,4,1,1,1,1,1,3,1,1,1,1,3,3,1,1,1,1,1
4,2,2,2,2,3,2,2,2,3,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,3,4,2,2,2,2,3
2,1,1,1,1,2,1,1,3,2,5,3,1,2,1,1,1,5,1,1,2,2,3,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1,1
2,4,4,2,2,2,2,2,2,4,2,4,2,2,3,2,4,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2
4,1,5,5,5,5,5,5,5,1,3,1,3,3,3,5,3,3,3,5,5,2,3,1,3,5,5,3,5,5,5,5,5,5,5,5,5,5,5
2,3,2,2,2,1,1,1,2,4,1,4,3,4,2,2,4,2,2,4,2,2,1,4,3,3,4,2,3,1,1,1,2,2,1,1,1,1,2
3,1,3,3,5,3,3,3,5,2,4,3,3,3,3,3,4,2,2,3,3,3,3,1,3,4,3,3,3,4,3,4,5,3,4,3,3,5,4
5,3,3,1,5,4,5,5,4,3,3,4,5,1,3,2,2,2,4,4,2,2,1,2,4,4,1,2,2,3,4,3,1,3,2,2,2,2,2
5,1,1,5,5,1,1,1,5,1,5,1,1,1,1,1,1,5,1,1,1,5,5,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5
3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,5,3,3,3,3,3,3,3,3,3,3,3
5,2,4,3,3,5,5,5,5,1,5,1,3,3,3,5,3,3,5,3,5,5,5,2,5,3,3,5,5,5,5,5,5,5,5,5,5,5,4
4,2,2,4,4,2,2,2,4,2,4,2,2,2,2,2,2,4,2,2,2,4,4,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4
5,4,4,5,5,5,5,5,5,4,1,1,4,5,5,5,5,4,5,4,5,1,3,5,3,5,2,3,5,5,5,5,3,2,5,4,5,5,5
5,3,3,5,5,5,5,5,4,2,4,3,4,4,3,3,3,5,5,3,3,4,5,4,5,5,5,5,5,3,3,3,3,2,4,4,4,4,3
3,5,5,4,4,2,3,5,5,4,2,2,1,2,5,5,5,4,5,5,5,5,5,5,5,1,5,5,5,5,5,5,1,5,5,5,5,1,1
5,5,5,5,5,4,5,5,4,5,2,3,5,5,5,5,2,5,5,2,4,5,2,3,4,4,5,3,4,5,5,5,5,5,5,5,5,5,5
4,2,2,1,2,5,4,4,4,2,5,2,1,3,3,5,3,3,1,1,3,3,5,3,3,3,3,5,3,1,1,5,1,5,5,5,5,1,3
3,2,1,4,4,1,2,1,5,1,5,1,1,1,1,1,2,4,1,1,1,4,5,2,5,2,2,5,1,1,1,1,1,5,5,4,4,4,4
4,2,3,3,3,4,3,3,3,3,5,2,3,3,2,4,4,2,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
5,1,3,4,5,5,4,4,4,3,3,1,3,4,4,5,3,3,4,4,4,5,5,4,5,5,4,2,4,5,5,5,3,4,5,4,3,5,4
1,5,1,1,1,2,2,2,3,2,2,3,1,1,1,1,1,1,1,2,2,2,4,2,1,2,4,3,2,1,1,1,1,1,5,2,2,2,1
4,2,3,3,3,3,3,2,3,3,4,3,3,2,3,3,1,4,3,3,3,3,5,2,5,3,2,3,4,3,3,4,4,3,5,5,5,5,5
5,1,1,5,5,1,1,1,5,1,5,1,1,1,1,1,1,5,1,1,1,5,5,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5
5,3,4,2,5,4,1,4,5,4,4,1,1,1,1,5,3,5,2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5
2,3,1,2,2,2,2,2,1,4,2,4,2,3,2,2,4,3,2,2,3,2,2,4,2,3,3,3,1,2,2,2,2,2,2,2,2,2,2
5,2,2,5,4,2,3,1,1,2,4,1,3,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,3,4,4,1,1,2,2,5
5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,3,5,2,3,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5
1,3,5,3,5,3,3,2,2,2,3,3,2,5,5,5,3,4,5,3,4,3,2,1,2,2,2,1,4,3,5,3,2,4,3,4,3,4,4
5,2,3,3,4,3,3,5,5,2,5,1,1,4,4,5,4,4,4,5,4,5,5,3,4,3,4,4,5,5,5,4,4,3,5,5,5,5,5
2,3,2,3,2,2,2,2,1,4,2,2,2,2,1,1,1,2,2,2,3,2,2,2,1,2,3,4,2,2,2,2,2,2,1,2,2,2,3
4,2,4,4,5,4,4,4,5,1,4,2,4,3,3,5,2,3,2,2,4,5,5,2,4,2,2,5,4,5,5,4,4,5,4,4,5,5,5
2,5,4,3,3,4,4,4,4,3,3,3,3,5,4,4,4,4,3,3,3,3,5,4,5,4,4,4,4,3,3,4,3,3,4,4,4,3,3
4,4,4,2,3,2,4,2,4,4,4,4,4,4,4,4,4,3,4,4,4,2,4,2,4,2,3,4,2,4,2,4,2,2,2,3,2,2,2
5,4,4,5,5,5,5,5,5,4,1,1,4,5,5,5,5,4,5,4,5,1,3,5,3,5,2,3,5,5,5,5,3,2,5,4,5,5,5
4,1,1,1,5,2,1,1,5,2,5,1,1,1,1,5,5,5,5,2,1,5,4,5,5,5,5,1,5,5,1,1,1,1,5,5,2,5,1
3,5,5,3,5,3,4,3,5,1,4,3,3,3,3,5,3,4,3,3,3,5,5,3,4,4,2,3,5,3,5,5,3,5,5,5,5,5,5
5,3,3,3,4,4,4,3,4,2,4,2,2,2,2,2,1,5,4,2,2,4,5,4,3,3,2,4,2,4,2,3,1,4,4,3,4,3,3
4,2,2,5,4,2,2,3,5,1,5,1,2,1,3,4,2,3,3,3,3,3,5,3,4,3,3,3,3,5,5,5,5,1,1,1,1,5,5
5,2,4,4,4,3,4,4,5,2,5,1,1,3,2,3,2,4,4,5,3,4,4,1,5,4,2,5,4,5,5,5,2,4,5,4,5,5,5
5,2,1,3,5,5,3,3,5,1,3,2,2,2,3,5,4,1,4,4,1,5,5,3,4,4,5,4,5,5,5,3,3,5,5,5,5,5,5
4,1,3,1,4,1,2,3,5,2,2,5,2,2,3,1,2,5,1,2,1,3,4,3,5,5,5,2,1,2,2,2,2,4,5,4,4,4,3
5,2,3,4,5,2,2,2,5,1,3,3,3,3,4,1,3,5,1,2,2,4,5,3,5,1,2,2,2,2,2,2,1,4,5,4,4,4,3
4,2,2,4,4,5,3,1,5,2,4,2,5,2,1,5,2,4,5,2,3,4,5,3,5,2,3,2,2,3,3,4,3,4,5,1,3,3,3
5,1,1,5,5,1,1,1,5,1,5,1,1,1,1,1,1,5,1,1,1,5,5,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5
4,1,4,1,3,5,5,1,3,2,1,5,3,3,3,5,2,2,5,5,5,1,5,3,2,3,1,5,5,1,3,1,3,2,5,1,5,5,4
5,4,5,3,3,3,3,4,1,5,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
4,3,2,3,2,3,2,3,5,2,3,2,3,4,2,4,3,3,3,3,3,3,4,2,2,2,3,3,3,5,2,3,2,3,4,4,4,2,3
5,1,1,5,5,1,1,1,5,1,5,1,1,1,1,1,1,5,1,1,1,5,5,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5
1,3,5,3,5,3,3,2,2,2,3,3,2,5,5,5,3,4,5,3,4,3,2,1,2,2,2,1,4,3,5,3,2,4,3,4,3,4,4
4,2,4,4,2,4,4,2,4,2,4,2,3,2,1,4,2,4,2,5,2,4,5,2,5,2,4,2,2,3,4,2,2,4,5,5,4,4,3
3,1,4,3,2,4,4,4,5,3,3,3,3,4,4,5,2,2,4,3,5,5,5,5,4,5,2,2,5,5,4,5,3,5,5,5,5,5,4
4,5,3,5,5,5,5,5,3,3,3,3,4,4,3,5,3,4,5,4,4,3,5,2,2,3,3,2,4,4,4,5,3,4,4,5,4,5,5
5,1,4,3,5,4,5,5,5,3,4,3,3,4,4,5,4,3,4,2,5,5,5,3,5,5,5,3,5,5,5,5,4,5,5,5,5,5,4
2,2,2,3,5,2,2,2,2,2,4,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,4,2,2,2,2,2,3,4,3,4,4,4,3
4,3,3,3,4,3,3,2,4,3,3,2,4,3,3,3,3,3,3,4,3,3,4,3,3,3,2,4,3,3,2,3,3,3,3,3,3,3,4
4,2,3,2,2,2,2,2,4,3,4,3,4,4,4,4,4,4,2,2,2,2,4,2,4,2,3,3,2,2,4,4,2,4,4,4,4,2,2
2,2,1,2,2,2,2,2,2,3,2,3,2,2,2,1,3,2,2,2,2,2,1,3,1,3,4,2,1,2,2,2,2,4,2,2,2,2,2
4,5,4,4,4,4,4,5,5,1,4,2,4,4,4,4,3,4,4,3,3,5,5,4,5,5,2,3,5,5,5,5,4,4,1,1,4,5,5
2,2,3,2,2,2,2,2,2,2,4,3,3,2,3,3,4,2,3,3,3,3,2,2,1,2,3,3,2,2,2,2,3,3,1,1,1,1,2
5,2,3,4,4,3,2,3,5,2,4,2,3,3,3,3,2,3,2,3,4,3,4,3,3,2,3,3,3,3,3,4,3,4,4,4,4,3,4
4,2,3,4,4,4,2,4,5,2,4,2,3,3,3,4,3,2,4,3,4,2,4,2,4,3,2,3,4,4,4,4,4,4,5,3,4,4,4
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
4,2,2,4,4,2,2,2,4,2,4,2,2,4,2,2,2,4,2,4,2,4,4,2,5,2,2,2,2,2,2,2,2,4,4,4,4,4,4
4,2,2,4,4,3,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
4,2,2,4,4,2,2,2,4,2,4,2,2,2,2,2,2,4,2,2,2,4,4,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4
4,2,4,2,3,1,3,2,3,3,4,3,3,2,2,3,1,3,4,3,4,5,5,2,3,3,3,3,3,3,3,2,2,1,5,3,4,4,3
5,1,5,5,5,5,5,5,5,1,5,1,3,5,5,5,5,3,5,5,5,5,5,1,5,5,1,3,5,5,5,5,5,5,5,1,5,5,5
5,2,4,4,5,5,5,5,5,1,4,1,1,4,3,3,3,4,4,5,3,4,5,3,5,3,4,2,5,5,5,5,3,4,5,5,5,4,4
5,2,5,2,4,2,3,2,5,2,3,1,3,2,2,4,2,3,3,4,2,4,5,1,4,3,2,2,2,2,4,4,4,2,4,5,4,5,4
4,3,4,3,3,4,3,2,4,4,4,3,3,2,3,4,1,3,5,3,3,4,5,3,5,3,5,2,2,2,3,3,3,4,5,5,3,5,4
5,1,1,5,5,1,1,1,5,1,5,1,1,1,1,1,1,5,1,1,1,5,5,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5
4,5,5,5,4,2,4,5,4,5,2,5,5,4,4,4,2,5,4,4,2,4,5,4,5,2,2,4,2,5,4,4,3,4,5,4,5,4,5
4,2,4,4,4,5,5,5,5,1,3,2,3,3,2,4,3,5,3,2,3,4,5,3,3,3,2,3,3,3,3,5,5,1,5,5,5,4,3
2,5,3,4,5,5,5,3,4,5,4,4,5,4,3,4,4,3,3,4,5,1,3,5,5,5,3,1,5,5,5,5,5,5,5,5,4,5,3
5,1,5,1,1,5,5,5,5,1,5,1,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,1,1,1,5,1,1,1,5
3,3,4,4,4,3,4,4,5,2,4,3,3,4,4,5,3,5,3,1,2,3,3,5,5,5,5,3,5,4,3,3,2,4,5,5,4,3,3
2,1,1,2,2,3,2,3,1,5,2,4,3,2,2,4,3,4,3,3,3,1,1,4,1,4,3,3,2,3,3,3,4,3,1,1,2,1,3
2,4,4,3,2,2,2,2,2,4,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2
5,1,1,3,3,3,1,3,5,1,5,1,1,3,1,3,1,3,1,3,3,5,5,5,5,5,1,5,3,3,5,1,3,1,5,5,5,3,3
5,3,5,4,4,5,4,4,5,1,5,1,3,5,5,3,1,2,5,4,5,4,5,2,3,3,2,3,5,5,5,5,5,5,5,5,5,5,5
5,1,4,2,4,4,4,2,5,4,2,2,5,4,2,4,2,2,4,2,4,4,4,2,4,4,2,2,4,4,4,4,4,4,5,4,4,4,4
4,2,4,3,5,4,3,4,5,1,5,2,4,2,2,4,2,4,4,1,2,5,5,1,4,2,1,1,3,4,5,5,4,5,5,5,4,5,4
4,3,4,4,4,4,3,2,4,3,4,2,2,4,3,3,4,2,4,4,2,2,4,2,5,3,2,4,4,4,3,3,3,4,4,4,4,4,4
3,3,3,4,4,4,4,4,5,3,4,2,2,2,2,5,1,5,3,3,4,4,4,2,3,4,4,4,3,5,5,5,3,1,5,5,5,5,5
3,5,5,3,5,3,4,3,5,1,4,3,3,3,3,5,3,4,3,3,3,5,5,3,4,4,2,3,5,3,5,5,3,5,5,5,5,5,5
4,2,1,2,1,2,2,2,3,2,4,2,2,2,2,2,2,4,5,2,2,4,5,2,2,2,1,2,3,5,2,3,3,4,5,4,3,3,4
4,4,4,4,4,3,4,3,4,3,2,3,3,4,4,4,3,4,4,3,2,4,4,3,5,5,5,4,3,3,3,3,2,3,5,4,4,4,4
3,3,2,2,3,2,3,2,2,3,2,3,3,2,1,3,4,2,4,4,3,3,2,3,2,2,3,2,2,3,3,3,4,4,1,1,3,2,3
4,3,3,4,4,4,4,4,5,2,5,1,3,4,4,4,2,4,4,4,3,4,5,2,5,5,4,4,5,4,4,3,4,4,5,5,4,5,4
4,2,3,3,3,3,3,3,4,2,4,3,3,3,2,3,4,3,3,3,2,4,4,3,2,3,3,2,3,2,3,2,2,3,4,4,3,4,3
3,3,3,4,4,4,4,4,4,2,3,3,4,4,3,4,3,3,4,2,4,3,4,2,3,3,2,2,4,4,4,4,4,4,4,4,4,4,4
4,3,4,3,3,4,3,3,4,2,4,2,3,3,2,4,3,3,4,3,4,3,4,3,3,3,2,4,3,2,4,2,3,3,4,3,3,4,4
3,5,5,4,4,2,3,5,5,4,2,2,1,2,5,5,5,4,5,5,5,5,5,5,5,1,5,5,5,5,5,5,1,5,5,5,5,1,1
4,4,4,4,4,3,4,3,4,3,2,3,3,4,4,4,3,4,4,3,2,4,4,3,5,5,5,4,3,3,3,3,2,3,5,4,4,4,4
4,3,5,5,5,5,2,5,4,2,3,1,5,2,2,5,1,5,5,3,5,4,5,5,5,3,5,3,5,5,5,5,4,5,5,5,5,4,4
5,2,4,5,4,4,4,5,5,2,3,1,3,4,3,4,4,2,3,3,4,4,5,2,5,4,4,3,4,4,4,4,4,4,4,4,4,4,4
5,4,4,5,5,5,2,4,5,1,5,1,2,3,4,5,4,2,4,4,1,5,4,2,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
4,2,2,5,4,2,2,1,5,1,4,2,1,1,1,2,2,4,2,1,2,4,5,2,1,1,1,1,2,2,2,2,2,5,5,5,4,4,4
5,2,1,3,5,5,3,3,5,1,3,2,2,2,3,5,4,1,4,4,1,5,5,3,4,4,5,4,5,5,5,3,3,5,5,5,5,5,5
5,2,2,5,5,5,5,5,5,2,5,1,2,2,2,5,1,5,5,3,5,5,5,4,5,2,4,3,5,5,5,5,5,5,5,5,5,5,5
1,1,1,3,1,2,2,2,1,5,1,4,5,2,2,2,4,2,4,4,4,1,1,2,1,1,1,1,1,2,2,2,4,2,1,1,1,1,3
2,2,3,4,3,3,3,3,1,3,3,3,3,2,3,2,5,2,2,2,3,3,1,3,2,2,3,3,1,3,3,3,3,3,2,2,3,3,3
3,1,1,1,1,2,1,1,1,3,3,3,1,1,1,1,4,1,2,4,1,2,1,5,1,2,1,4,1,1,1,1,1,1,1,1,1,1,1
2,2,2,2,2,2,2,2,2,4,1,4,2,2,2,2,2,1,3,3,3,2,1,1,1,1,1,4,1,2,2,2,2,2,2,2,2,2,2
4,1,2,3,2,3,4,2,4,2,4,1,4,3,3,2,2,1,2,4,4,3,2,2,1,2,3,2,1,2,2,2,3,2,1,1,2,2,2
3,3,3,2,2,2,2,2,1,5,2,4,3,3,3,2,4,2,3,4,2,2,1,4,1,3,3,3,2,2,2,2,2,2,1,1,2,2,2
3,2,3,3,2,2,2,1,1,1,3,2,2,1,2,1,1,2,3,4,2,3,1,1,1,1,1,3,2,2,3,2,5,3,1,1,2,1,3
3,3,2,2,1,2,2,2,1,5,3,3,5,2,3,2,5,2,1,1,1,1,1,5,1,3,3,1,1,1,1,1,2,1,1,1,1,1,2
2,2,1,1,1,1,1,1,1,4,3,4,2,1,1,1,1,2,1,3,2,1,1,2,1,3,2,3,2,1,1,1,1,1,1,1,1,1,2
2,2,1,2,2,2,1,1,3,3,2,3,2,1,4,1,3,4,2,4,3,2,2,2,1,2,2,1,1,2,2,2,4,2,1,1,1,2,3
2,3,2,2,2,1,1,1,1,2,1,4,2,3,1,1,3,1,2,2,2,1,1,3,1,1,2,2,2,1,1,1,1,1,1,1,1,1,2
3,4,3,2,1,1,1,1,1,4,1,4,3,3,2,1,4,1,1,4,2,3,1,5,1,5,4,2,3,1,1,1,2,1,1,1,1,1,2
4,2,3,2,2,3,2,2,2,3,3,1,2,2,3,2,1,2,2,3,4,1,2,2,2,2,2,3,2,2,2,2,3,3,1,1,1,2,4
3,2,2,1,1,2,2,2,2,3,3,3,1,2,2,2,3,2,2,3,2,2,2,2,2,3,4,4,2,2,2,2,3,4,4,4,2,4,3
1,2,1,2,2,1,2,2,3,2,3,4,2,1,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,1,2,1,3
1,2,1,1,2,1,1,1,3,2,2,2,1,1,2,1,4,1,1,3,3,3,2,1,2,1,2,5,1,1,1,1,1,1,1,1,2,1,2
3,5,2,3,3,1,1,1,1,4,2,5,2,2,1,3,3,1,5,3,1,3,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3
2,1,2,2,2,3,3,2,2,4,3,3,2,2,2,1,4,2,3,3,3,3,2,3,3,2,2,4,1,3,3,2,3,2,2,2,2,2,3
2,2,2,2,2,3,2,2,3,4,3,3,2,2,3,2,2,2,2,3,2,2,2,2,2,2,3,3,2,2,2,2,2,4,2,2,2,2,3
3,5,1,3,3,3,3,3,1,5,3,5,2,2,3,2,3,1,2,5,3,3,3,3,1,5,3,3,2,2,2,2,2,3,1,3,1,4,3
3,3,3,3,3,2,2,2,2,4,3,3,4,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2,4,1,1,1,1,1,1,1,3,3,4,1,1,1,1,2,1,2,5,3,1,1,3,1,3,3,2,1,1,1,1,1,1,1,1,1,1,1
2,1,1,2,1,3,2,1,3,2,4,3,1,1,2,2,1,1,3,5,5,1,1,1,1,2,3,1,2,1,1,1,4,1,1,1,2,1,4
2,3,3,2,2,3,3,2,2,3,2,5,2,2,3,2,3,2,3,4,4,1,2,2,2,1,1,4,2,3,2,3,4,3,2,1,1,2,3
3,4,2,2,2,2,2,2,1,4,4,3,2,2,2,2,2,4,3,2,2,2,2,4,1,1,2,3,2,2,2,2,2,2,2,2,2,2,2
4,4,2,1,1,1,1,1,2,2,3,2,1,2,2,1,3,2,2,3,3,3,2,2,2,2,3,3,1,1,1,1,3,1,1,1,1,2,2
1,2,2,2,2,2,3,2,2,4,2,4,2,2,2,2,4,2,3,2,2,2,1,3,1,3,2,2,2,2,2,2,4,4,1,1,1,3,3
2,1,2,2,2,2,3,2,2,4,2,4,2,1,1,1,1,1,1,4,3,3,2,1,1,1,1,3,2,1,2,2,3,3,1,1,1,2,3
1,1,1,1,1,1,1,1,1,1,2,5,1,2,1,1,2,2,1,4,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
2,3,2,2,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1,5,3,4,2,3,2,4,4,4,3,2,2,2,2,3,4,2,4,2,2,2,3,2,2,2,3,3,4,2,4,1,1,2,3,2,1,1,1
2,1,1,2,2,2,2,2,2,3,2,3,3,3,2,2,2,2,3,3,3,2,2,3,2,2,4,3,2,2,2,2,3,3,2,2,2,2,2
2,2,1,1,1,1,1,1,2,1,4,4,1,1,1,1,4,1,2,1,1,5,2,1,1,2,4,3,1,1,1,1,1,2,1,1,1,1,3
2,1,2,1,1,1,1,1,4,1,4,3,1,1,1,1,1,5,1,1,2,3,1,1,1,1,1,4,2,1,1,1,1,1,1,1,1,1,1
3,2,3,3,2,2,2,2,2,4,2,4,2,2,2,2,3,4,3,4,3,4,2,2,3,2,3,3,2,2,2,2,2,2,2,2,2,2,3
2,2,1,2,2,2,2,2,2,4,2,4,2,2,2,1,4,2,2,2,2,4,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2
2,3,2,2,2,2,2,2,1,4,2,4,3,3,2,2,5,2,3,2,2,1,1,4,2,2,4,4,3,2,2,2,2,4,2,1,1,1,1
5,3,3,3,4,4,4,3,4,2,4,2,2,2,2,2,1,5,4,2,2,4,5,4,3,3,2,4,2,4,2,3,1,4,4,3,4,3,3
5,2,4,5,4,4,4,5,5,2,3,1,3,4,3,4,4,2,3,3,4,4,5,2,5,4,4,3,4,4,4,4,4,4,4,4,4,4,4
4,2,3,3,3,4,3,3,3,3,5,2,3,3,2,4,4,2,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,4,3,3,5,5,5,5,4,4,3,5,3,3,5,5,2,5,3,2,2,2,5,5,5,5,2,2,5,5,5,5,3,4,5,5,5,5,4
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,4,4,4,3,4,4,5,2,4,3,3,4,4,5,3,5,3,1,2,3,3,5,5,5,5,3,5,4,3,3,2,4,5,5,4,3,3
4,4,4,2,3,2,4,2,4,4,4,4,4,4,4,4,4,3,4,4,4,2,4,2,4,2,3,4,2,4,2,4,2,2,2,3,2,2,2
5,4,4,5,5,5,5,5,5,4,1,1,4,5,5,5,5,4,5,4,5,1,3,5,3,5,2,3,5,5,5,5,3,2,5,4,5,5,5
5,4,4,5,5,5,2,4,5,1,5,1,2,3,4,5,4,2,4,4,1,5,4,2,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5
4,1,5,5,5,5,5,5,5,1,3,1,3,3,3,5,3,3,3,5,5,2,3,1,3,5,5,3,5,5,5,5,5,5,5,5,5,5,5
5,1,3,3,4,5,5,3,4,3,5,1,1,1,2,4,3,3,4,3,5,5,4,4,2,3,3,4,4,4,3,4,3,5,5,5,5,5,3
5,4,4,5,5,5,5,5,5,4,1,1,4,5,5,5,5,4,5,4,5,1,3,5,3,5,2,3,5,5,5,5,3,2,5,4,5,5,5
5,2,3,3,4,3,3,5,5,2,5,1,1,4,4,5,4,4,4,5,4,5,5,3,4,3,4,4,5,5,5,4,4,3,5,5,5,5,5
5,2,3,4,4,3,2,3,5,2,4,2,3,3,3,3,2,3,2,3,4,3,4,3,3,2,3,3,3,3,3,4,3,4,4,4,4,3,4
4,3,3,4,4,4,4,4,5,2,5,1,3,4,4,4,2,4,4,4,3,4,5,2,5,5,4,4,5,4,4,3,4,4,5,5,4,5,4
5,3,3,1,5,4,5,5,4,3,3,4,5,1,3,2,2,2,4,4,2,2,1,2,4,4,1,2,2,3,4,3,1,3,2,2,2,2,2
4,2,2,4,4,2,2,2,4,2,4,2,2,2,2,2,2,4,2,2,2,4,4,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4
4,1,3,1,4,1,2,3,5,2,2,5,2,2,3,1,2,5,1,2,1,3,4,3,5,5,5,2,1,2,2,2,2,4,5,4,4,4,3
5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,3,5,2,3,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5
4,2,4,2,3,1,3,2,3,3,4,3,3,2,2,3,1,3,4,3,4,5,5,2,3,3,3,3,3,3,3,2,2,1,5,3,4,4,3
5,1,1,3,3,3,1,3,5,1,5,1,1,3,1,3,1,3,1,3,3,5,5,5,5,5,1,5,3,3,5,1,3,1,5,5,5,3,3
5,3,4,2,5,4,1,4,5,4,4,1,1,1,1,5,3,5,2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5
5,1,3,4,5,5,4,4,4,3,3,1,3,4,4,5,3,3,4,4,4,5,5,4,5,5,4,2,4,5,5,5,3,4,5,4,3,5,4
4,2,2,5,4,2,2,1,5,1,4,2,1,1,1,2,2,4,2,1,2,4,5,2,1,1,1,1,2,2,2,2,2,5,5,5,4,4,4
4,1,1,1,5,2,1,1,5,2,5,1,1,1,1,5,5,5,5,2,1,5,4,5,5,5,5,1,5,5,1,1,1,1,5,5,2,5,1
5,2,3,4,5,2,2,2,5,1,3,3,3,3,4,1,3,5,1,2,2,4,5,3,5,1,2,2,2,2,2,2,1,4,5,4,4,4,3
4,3,4,3,3,4,3,2,4,4,4,3,3,2,3,4,1,3,5,3,3,4,5,3,5,3,5,2,2,2,3,3,3,4,5,5,3,5,4
4,5,3,5,5,5,5,5,3,3,3,3,4,4,3,5,3,4,5,4,4,3,5,2,2,3,3,2,4,4,4,5,3,4,4,5,4,5,5
5,2,1,3,5,5,3,3,5,1,3,2,2,2,3,5,4,1,4,4,1,5,5,3,4,4,5,4,5,5,5,3,3,5,5,5,5,5,5
4,3,2,3,2,3,2,3,5,2,3,2,3,4,2,4,3,3,3,3,3,3,4,2,2,2,3,3,3,5,2,3,2,3,4,4,4,2,3
4,2,2,4,4,3,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
5,3,3,3,4,4,4,3,4,2,4,2,2,2,2,2,1,5,4,2,2,4,5,4,3,3,2,4,2,4,2,3,1,4,4,3,4,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
4,3,3,3,4,3,3,2,4,3,3,2,4,3,3,3,3,3,3,4,3,3,4,3,3,3,2,4,3,3,2,3,3,3,3,3,3,3,4
4,2,4,3,5,4,3,4,5,1,5,2,4,2,2,4,2,4,4,1,2,5,5,1,4,2,1,1,3,4,5,5,4,5,5,5,4,5,4
1,3,5,3,5,3,3,2,2,2,3,3,2,5,5,5,3,4,5,3,4,3,2,1,2,2,2,1,4,3,5,3,2,4,3,4,3,4,4
5,1,4,4,4,5,5,5,5,3,5,2,2,1,2,4,1,4,5,2,2,4,5,4,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5
